Particle # ,      x (cm)      ,      y (cm)      ,      z (cm)      ,  n_H (c^m-3)  ,   T_gas (K)   ,  T_dust (K)   , chi (Draine)  , Type (I|P|D)
       792 , +9.114132217E+18 , -2.726496465E+19 , -9.708439909E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       793 , -1.020653617E+19 , -1.114039801E+19 , -9.468213730E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       794 , -6.660074245E+18 , -2.557522596E+19 , +6.332461674E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       795 , -1.451074488E+19 , -2.172615779E+19 , -8.337874454E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       796 , -1.938419015E+19 , +8.422705905E+18 , +1.312261266E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       797 , +3.541932151E+18 , -1.409669939E+19 , +8.743030105E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       798 , -7.913825199E+18 , +2.303039661E+19 , +2.721718294E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       799 , +6.531907537E+18 , -2.453746596E+17 , +1.199909582E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       800 , -9.610694897E+18 , -1.282428009E+19 , +5.184188440E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       801 , +4.089334457E+18 , +1.116656764E+19 , -4.841394335E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       802 , -2.048493778E+19 , +9.997373510E+18 , -1.220356516E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       803 , +1.600021692E+19 , -9.761353110E+18 , -1.292669373E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       804 , -2.260062033E+19 , -8.725728710E+18 , +1.148367656E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       805 , +1.219318186E+19 , -6.237305546E+18 , +2.520140228E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       806 , +1.372334782E+19 , +1.777405268E+19 , -1.273935607E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       807 , -5.802586018E+18 , +1.002425902E+19 , -1.493406900E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       808 , +1.911895455E+19 , +1.500672437E+19 , -1.845019254E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       809 , +1.341815578E+19 , +2.195779344E+19 , +9.858089105E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       810 , +2.279246309E+19 , +4.907899946E+17 , +9.143964548E+17 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       811 , +2.092631311E+19 , -4.081907231E+18 , -1.252776189E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       812 , -1.293207515E+19 , +9.373739537E+18 , +2.265922352E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       813 , +1.047052515E+19 , -2.345908981E+19 , -8.555893011E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       814 , +1.754184309E+19 , +7.905184376E+16 , +8.277509342E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       815 , -2.170848920E+18 , +1.846432186E+18 , +1.899487020E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       816 , +1.498816093E+19 , -1.474570998E+19 , -9.835100806E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       817 , -1.528919964E+19 , -2.239497226E+19 , +2.154429104E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       818 , -1.691907311E+19 , +1.440854106E+18 , -1.217182588E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       819 , +8.069346440E+17 , +2.393452485E+19 , -1.094917548E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       820 , -1.088634799E+19 , +4.459128242E+18 , +1.715192143E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       821 , -3.757778391E+18 , +3.395334691E+18 , -9.700219664E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       822 , +1.646103820E+19 , +1.202832336E+19 , -6.815490572E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       823 , +2.836602085E+19 , +1.298826534E+18 , +1.010999457E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       824 , +4.929518204E+18 , +7.911615854E+18 , -2.754270650E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       825 , +1.466870689E+19 , -1.909885753E+18 , +2.211324371E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       826 , -5.656756891E+18 , +1.663763770E+19 , +2.307283393E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       827 , +1.135517660E+19 , -9.740851867E+18 , +3.568379495E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       828 , -6.634916715E+18 , -8.855327173E+18 , +1.719252278E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       829 , -8.850519687E+18 , +1.384579677E+19 , -5.160444150E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       830 , +5.435714370E+18 , -5.853302216E+18 , +2.392142923E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       831 , +1.870348965E+19 , -1.049239027E+19 , -9.178320484E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       832 , -2.077630289E+19 , +1.292702390E+19 , +1.791072660E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       833 , +3.983184059E+18 , +2.112025412E+19 , +2.089929183E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       834 , -1.325754318E+19 , -2.520070183E+19 , +1.493509653E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       835 , +1.645397508E+19 , -9.238296801E+18 , +3.135378689E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       836 , -2.864714769E+19 , -7.018105426E+17 , +1.206835385E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       837 , -5.622536725E+18 , -9.056862039E+18 , +2.891279059E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       838 , +9.866013125E+17 , -1.877538594E+19 , +1.422762161E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       839 , +2.676049030E+19 , -8.693733318E+17 , -9.998749722E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       840 , +1.453508162E+19 , +3.165109193E+18 , -1.383692236E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       841 , +4.877388765E+18 , +1.090791379E+19 , +1.294060396E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       842 , +2.192042589E+19 , +1.710107563E+18 , -1.062097354E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       843 , -1.594207658E+19 , +1.693901893E+19 , +1.854386446E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       844 , -1.636828581E+19 , -1.318854434E+18 , -1.858059020E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       845 , -1.156881658E+19 , -1.447770344E+19 , +7.468818022E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       846 , +1.921914034E+19 , +5.550763862E+18 , +6.007484273E+17 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       847 , +6.146500223E+18 , -1.376996315E+19 , +2.903904418E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       848 , -2.403489577E+19 , +3.138464367E+18 , +8.551011469E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       849 , -3.813345274E+18 , +7.474359899E+18 , +1.965851615E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       850 , +1.099911408E+19 , +1.715071493E+19 , -6.571209813E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       851 , +6.276916390E+18 , +8.626582801E+18 , +3.657543237E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       852 , +1.707145004E+19 , -1.183548393E+19 , -2.190844112E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       853 , -1.289204774E+19 , +5.925519416E+18 , -1.613622125E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       854 , +1.275384641E+19 , -1.984879447E+19 , -1.310007179E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       855 , -5.307581605E+18 , -8.536289700E+17 , -2.193989343E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       856 , -1.164359798E+19 , -1.970498954E+19 , +6.532117363E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       857 , -1.497579045E+19 , -7.747430031E+18 , -1.881424388E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       858 , -1.489664899E+19 , -5.186894579E+18 , +2.435335005E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       859 , +1.335801284E+18 , -7.036101098E+18 , -8.401772668E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       860 , -5.714832430E+18 , +3.688591326E+18 , +2.169123718E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       861 , -9.869675825E+18 , -8.634068655E+17 , +8.936594666E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       862 , -1.521822289E+19 , +4.646823843E+17 , +6.103812958E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       863 , -1.197300024E+19 , -1.965651355E+19 , +3.628395926E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       864 , -2.192127136E+19 , +5.581654582E+18 , -1.296580778E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       865 , +5.333893178E+18 , +5.882539012E+18 , -2.972251870E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       866 , +2.397904809E+19 , +1.544574533E+19 , +7.379339540E+17 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       867 , +8.745680702E+18 , +2.424583579E+19 , -1.223390663E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       868 , -9.403374385E+18 , -2.530499773E+19 , +8.656982897E+17 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       869 , -5.291776763E+18 , -6.496320416E+18 , +7.915812376E+17 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       870 , +2.197379885E+19 , -1.247414515E+19 , +7.023033253E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       871 , +9.544636709E+18 , -2.125944904E+19 , +6.614219532E+16 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       872 , +6.254748882E+18 , -2.589892589E+19 , +1.138533293E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       873 , -4.613427554E+18 , +1.121455301E+19 , +2.553456598E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       874 , -2.102207095E+19 , -3.344359295E+18 , -1.296309547E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       875 , -1.604175323E+19 , +2.146575437E+19 , -1.096883741E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       876 , +1.321360004E+19 , +1.024226215E+19 , +2.076245745E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       877 , -7.587095133E+18 , -2.350705358E+19 , -1.294258805E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       878 , -2.360302124E+19 , +1.876952315E+19 , -4.433751628E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       879 , +2.597299758E+19 , -4.525544368E+18 , +1.003461147E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       880 , +6.424661723E+18 , +7.615103829E+18 , +2.541323097E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       881 , -1.465291439E+19 , +8.964828616E+18 , -1.598752862E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       882 , -9.777852228E+18 , -4.953370492E+18 , -3.882683537E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       883 , +2.021881968E+19 , +4.219546970E+18 , -1.182867076E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       884 , -8.579189877E+18 , +1.596410215E+19 , -2.066490067E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       885 , +5.113026541E+18 , -1.162249503E+19 , -1.484121170E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       886 , -7.399186619E+18 , -1.167704055E+18 , -9.241135624E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       887 , +5.463618153E+17 , +1.210282705E+19 , -2.667891732E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       888 , -4.774030906E+18 , -1.306272274E+19 , +1.418521823E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       889 , -1.166342346E+19 , -1.447123586E+19 , -2.366110295E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       890 , +1.234289894E+19 , -4.213455842E+18 , +1.811674187E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       891 , +1.744691222E+19 , +1.927555269E+19 , +6.190724156E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       892 , +1.203676269E+19 , +2.373994202E+19 , +3.052913336E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       893 , +1.005338165E+19 , +9.204058121E+18 , +1.353867927E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       894 , +4.371522767E+18 , +1.706914813E+19 , +1.344118111E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       895 , -1.595268823E+19 , -1.331909936E+18 , +2.004246702E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       896 , +4.156417090E+18 , -7.372165340E+17 , +2.406561370E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       897 , +8.651558276E+18 , +6.085521061E+18 , -2.552288052E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       898 , +3.531394562E+18 , +1.961420582E+19 , -3.682913679E+17 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       899 , +1.355971433E+19 , +9.969917150E+18 , -2.275055341E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       900 , +2.381540535E+19 , +8.751052867E+18 , -1.089176027E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       901 , +2.217256278E+19 , -8.843706511E+18 , +1.543244606E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       902 , +1.140369580E+19 , +2.603712105E+18 , -4.261280760E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       903 , +6.166078848E+18 , +8.818005901E+18 , +7.659087079E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       904 , -1.763582666E+19 , -6.901756863E+18 , -7.923313658E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       905 , +1.453821358E+19 , +1.853429269E+19 , -9.592782538E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       906 , +3.300650671E+18 , -1.574452533E+19 , +1.076616393E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       907 , +2.148087419E+18 , +1.625680645E+18 , -7.595435720E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       908 , +7.509305198E+17 , +4.410784929E+18 , -2.477027756E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       909 , +1.668885070E+18 , +1.281888941E+19 , +1.155522726E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       910 , -2.246063239E+19 , -9.061181988E+18 , +1.626957807E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       911 , -5.293134462E+17 , +9.024172370E+18 , -4.994842000E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       912 , -3.931378617E+18 , -5.296402194E+18 , -9.582772600E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       913 , -1.993155851E+19 , -1.631615637E+19 , +1.136326108E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       914 , -1.550575250E+19 , +1.452725017E+19 , +1.884696441E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       915 , +9.673719864E+17 , -1.429241776E+19 , +2.237109220E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       916 , -1.514431473E+19 , -9.532398912E+18 , -1.148235898E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       917 , -1.696265830E+19 , +2.007497155E+19 , +1.447591684E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       918 , +1.537480251E+19 , +2.210950696E+19 , -2.649875077E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       919 , +1.083707898E+19 , +1.000864549E+19 , -8.585608087E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       920 , -1.355184277E+19 , -2.398115870E+18 , +4.427811699E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       921 , -1.807196560E+19 , +2.993858094E+18 , -1.297197913E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       922 , -9.857055403E+18 , +1.367466200E+19 , -2.169483816E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       923 , -1.286897304E+19 , +1.459618421E+19 , +1.464524031E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       924 , -1.426735588E+19 , -1.269729828E+19 , -1.819393935E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       925 , +7.727379297E+18 , -9.139360717E+18 , +5.351250115E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       926 , +1.906173992E+19 , +4.056894728E+18 , -1.083865576E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       927 , -1.371869462E+19 , +3.429227774E+18 , -1.174899239E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       928 , +3.906270458E+18 , +1.327179592E+19 , -4.523103597E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       929 , +1.196680112E+19 , -6.238407133E+17 , -1.074734130E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       930 , -1.890433950E+19 , -1.116821539E+19 , -2.906806806E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       931 , -1.055483204E+18 , +2.706397595E+19 , -1.245698879E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       932 , +1.577560427E+18 , +3.823913720E+18 , -6.436288557E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       933 , +1.541727070E+18 , -1.243611418E+18 , -2.193746809E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       934 , -1.786276283E+19 , +1.025668769E+19 , +8.241764852E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       935 , -1.653030549E+19 , -8.885347731E+18 , -9.644267070E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       936 , +2.443459286E+19 , +1.041684053E+19 , -5.746118116E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       937 , -2.319253662E+19 , -1.776158963E+19 , +4.778193485E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       938 , -2.219004623E+19 , -7.823745011E+18 , -1.259346522E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       939 , -1.399276451E+18 , +3.934195841E+18 , -2.239482415E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       940 , +1.339772243E+19 , -8.207788455E+18 , +1.861073418E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       941 , +2.294226348E+19 , +1.850542926E+19 , +2.159059472E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       942 , -1.821230531E+19 , +1.669893778E+19 , -8.991408644E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       943 , -8.282659338E+18 , -2.221060302E+19 , -1.787408109E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       944 , -2.438697160E+19 , -1.543569528E+19 , +6.993805714E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       945 , +1.292682641E+18 , +1.046492465E+19 , -1.031258166E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       946 , +7.947523885E+18 , +2.305668967E+19 , +8.872162630E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       947 , +1.199887365E+19 , -2.518472110E+19 , +1.937612110E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       948 , +8.110814862E+18 , +1.522794586E+19 , +1.524073908E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       949 , -1.449739932E+19 , -1.724794772E+19 , -1.823533681E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       950 , -1.126373871E+18 , -1.718581143E+19 , -2.730853751E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       951 , +1.982765757E+19 , -4.286839428E+18 , +1.559395969E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       952 , +8.779789783E+18 , +2.136291799E+19 , -7.600854170E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       953 , +1.067007901E+19 , +1.973862034E+19 , -1.187303354E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       954 , +1.006460734E+19 , +1.363255484E+19 , +2.101613719E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
       955 , -1.919605638E+19 , -1.677276261E+19 , +6.639724201E+18 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
