Particle #,x (cm),y (cm),z (cm),n_H (cm-3),T_gas (K),T_dust (K),chi (Draine),Type (I|P|D)
15453,-1.8853729E+18,-4.7702337E+18,+3.1801558E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15454,-1.8729017E+18,-4.7702337E+18,+3.1801558E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15455,-1.8609011E+18,-4.7702337E+18,+3.1801558E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15456,-1.8493369E+18,-4.7702337E+18,+3.1801558E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15457,-1.8381785E+18,-4.7702337E+18,+3.1801558E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15458,-1.8273983E+18,-4.7702337E+18,+3.1801558E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15459,-1.7365367E+18,-4.7702337E+18,+3.1801558E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15460,-1.6658666E+18,-4.7702337E+18,+3.1801558E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15461,-1.6080456E+18,-4.7702337E+18,+3.1801558E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15462,-1.5591201E+18,-4.7702337E+18,+3.1801558E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15463,-1.5167180E+18,-4.7702337E+18,+3.1801558E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15464,-1.4793044E+18,-4.7702337E+18,+3.1801558E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15465,-1.4458291E+18,-4.7702337E+18,+3.1801558E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15466,-1.4155419E+18,-4.7702337E+18,+3.1801558E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15467,-1.3878884E+18,-4.7702337E+18,+3.1801558E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15468,-1.2008204E+18,-4.7702337E+18,+3.1801558E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15469,-1.0830368E+18,-4.7702337E+18,+3.1801558E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15470,-9.9708666E+17,-4.7702337E+18,+3.1801558E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15471,-9.2942377E+17,-4.7702337E+18,+3.1801558E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15472,-8.7363156E+17,-4.7702337E+18,+3.1801558E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15473,-8.2616655E+17,-4.7702337E+18,+3.1801558E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15474,-7.8486582E+17,-4.7702337E+18,+3.1801558E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15475,-7.4831231E+17,-4.7702337E+18,+3.1801558E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15476,-7.1552720E+17,-4.7702337E+18,+3.1801558E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15477,-5.0630642E+17,-4.7702337E+18,+3.1801558E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15478,-3.8010976E+17,-4.7702337E+18,+3.1801558E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15479,-2.8976442E+17,-4.7702337E+18,+3.1801558E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15480,-2.1940699E+17,-4.7702337E+18,+3.1801558E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15481,-1.6179547E+17,-4.7702337E+18,+3.1801558E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15482,-1.1302008E+17,-4.7702337E+18,+3.1801558E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15483,-7.0730771E+16,-4.7702337E+18,+3.1801558E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15484,-3.3404998E+16,-4.7702337E+18,+3.1801558E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15485,+0.0000000E+00,-4.7702337E+18,+3.1801558E+18,5.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15486,+3.3404998E+16,-4.7702337E+18,+3.1801558E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15487,+7.0730771E+16,-4.7702337E+18,+3.1801558E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15488,+1.1302008E+17,-4.7702337E+18,+3.1801558E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15489,+1.6179547E+17,-4.7702337E+18,+3.1801558E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15490,+2.1940699E+17,-4.7702337E+18,+3.1801558E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15491,+2.8976442E+17,-4.7702337E+18,+3.1801558E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15492,+3.8010976E+17,-4.7702337E+18,+3.1801558E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15493,+5.0630642E+17,-4.7702337E+18,+3.1801558E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15494,+7.1552720E+17,-4.7702337E+18,+3.1801558E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15495,+7.4831231E+17,-4.7702337E+18,+3.1801558E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15496,+7.8486582E+17,-4.7702337E+18,+3.1801558E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15497,+8.2616655E+17,-4.7702337E+18,+3.1801558E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15498,+8.7363156E+17,-4.7702337E+18,+3.1801558E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15499,+9.2942377E+17,-4.7702337E+18,+3.1801558E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15500,+9.9708666E+17,-4.7702337E+18,+3.1801558E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15501,+1.0830368E+18,-4.7702337E+18,+3.1801558E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15502,+1.2008204E+18,-4.7702337E+18,+3.1801558E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15503,+1.3878884E+18,-4.7702337E+18,+3.1801558E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15504,+1.4155419E+18,-4.7702337E+18,+3.1801558E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15505,+1.4458291E+18,-4.7702337E+18,+3.1801558E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15506,+1.4793044E+18,-4.7702337E+18,+3.1801558E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15507,+1.5167180E+18,-4.7702337E+18,+3.1801558E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15508,+1.5591201E+18,-4.7702337E+18,+3.1801558E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15509,+1.6080456E+18,-4.7702337E+18,+3.1801558E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15510,+1.6658666E+18,-4.7702337E+18,+3.1801558E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15511,+1.7365367E+18,-4.7702337E+18,+3.1801558E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15512,+1.8273983E+18,-4.7702337E+18,+3.1801558E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15513,+1.8381785E+18,-4.7702337E+18,+3.1801558E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15514,+1.8493369E+18,-4.7702337E+18,+3.1801558E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15515,+1.8609011E+18,-4.7702337E+18,+3.1801558E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15516,+1.8729017E+18,-4.7702337E+18,+3.1801558E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15517,+1.8853729E+18,-4.7702337E+18,+3.1801558E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15518,+1.8983531E+18,-4.7702337E+18,+3.1801558E+18,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15519,+1.9118857E+18,-4.7702337E+18,+3.1801558E+18,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15520,+1.9260197E+18,-4.7702337E+18,+3.1801558E+18,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15521,+1.9408112E+18,-4.7702337E+18,+3.1801558E+18,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15522,+1.9423291E+18,-4.7702337E+18,+3.1801558E+18,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15523,+1.9438544E+18,-4.7702337E+18,+3.1801558E+18,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15524,+1.9453870E+18,-4.7702337E+18,+3.1801558E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15525,+1.9469270E+18,-4.7702337E+18,+3.1801558E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15526,+1.9484746E+18,-4.7702337E+18,+3.1801558E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15527,+1.9500296E+18,-4.7702337E+18,+3.1801558E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15528,+1.9515924E+18,-4.7702337E+18,+3.1801558E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15529,+1.9531628E+18,-4.7702337E+18,+3.1801558E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15530,+1.9547411E+18,-4.7702337E+18,+3.1801558E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15531,+1.9548993E+18,-4.7702337E+18,+3.1801558E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15532,+1.9550577E+18,-4.7702337E+18,+3.1801558E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15533,+1.9552161E+18,-4.7702337E+18,+3.1801558E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15534,+1.9553746E+18,-4.7702337E+18,+3.1801558E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15535,+1.9555331E+18,-4.7702337E+18,+3.1801558E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15536,+1.9556918E+18,-4.7702337E+18,+3.1801558E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15537,+1.9558505E+18,-4.7702337E+18,+3.1801558E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15538,+1.9560093E+18,-4.7702337E+18,+3.1801558E+18,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15539,+1.9561682E+18,-4.7702337E+18,+3.1801558E+18,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15540,+1.9563272E+18,-4.7702337E+18,+3.1801558E+18,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15541,-1.9563272E+18,-3.1801558E+18,+3.1801558E+18,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15542,-1.9561682E+18,-3.1801558E+18,+3.1801558E+18,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15543,-1.9560093E+18,-3.1801558E+18,+3.1801558E+18,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15544,-1.9558505E+18,-3.1801558E+18,+3.1801558E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15545,-1.9556918E+18,-3.1801558E+18,+3.1801558E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15546,-1.9555331E+18,-3.1801558E+18,+3.1801558E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15547,-1.9553746E+18,-3.1801558E+18,+3.1801558E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15548,-1.9552161E+18,-3.1801558E+18,+3.1801558E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15549,-1.9550577E+18,-3.1801558E+18,+3.1801558E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15550,-1.9548993E+18,-3.1801558E+18,+3.1801558E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15551,-1.9547411E+18,-3.1801558E+18,+3.1801558E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15552,-1.9531628E+18,-3.1801558E+18,+3.1801558E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15553,-1.9515924E+18,-3.1801558E+18,+3.1801558E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15554,-1.9500296E+18,-3.1801558E+18,+3.1801558E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15555,-1.9484746E+18,-3.1801558E+18,+3.1801558E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15556,-1.9469270E+18,-3.1801558E+18,+3.1801558E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15557,-1.9453870E+18,-3.1801558E+18,+3.1801558E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15558,-1.9438544E+18,-3.1801558E+18,+3.1801558E+18,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15559,-1.9423291E+18,-3.1801558E+18,+3.1801558E+18,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15560,-1.9408112E+18,-3.1801558E+18,+3.1801558E+18,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15561,-1.9260197E+18,-3.1801558E+18,+3.1801558E+18,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15562,-1.9118857E+18,-3.1801558E+18,+3.1801558E+18,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15563,-1.8983531E+18,-3.1801558E+18,+3.1801558E+18,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15564,-1.8853729E+18,-3.1801558E+18,+3.1801558E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15565,-1.8729017E+18,-3.1801558E+18,+3.1801558E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15566,-1.8609011E+18,-3.1801558E+18,+3.1801558E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15567,-1.8493369E+18,-3.1801558E+18,+3.1801558E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15568,-1.8381785E+18,-3.1801558E+18,+3.1801558E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15569,-1.8273983E+18,-3.1801558E+18,+3.1801558E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15570,-1.7365367E+18,-3.1801558E+18,+3.1801558E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15571,-1.6658666E+18,-3.1801558E+18,+3.1801558E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15572,-1.6080456E+18,-3.1801558E+18,+3.1801558E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15573,-1.5591201E+18,-3.1801558E+18,+3.1801558E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15574,-1.5167180E+18,-3.1801558E+18,+3.1801558E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15575,-1.4793044E+18,-3.1801558E+18,+3.1801558E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15576,-1.4458291E+18,-3.1801558E+18,+3.1801558E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15577,-1.4155419E+18,-3.1801558E+18,+3.1801558E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15578,-1.3878884E+18,-3.1801558E+18,+3.1801558E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15579,-1.2008204E+18,-3.1801558E+18,+3.1801558E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15580,-1.0830368E+18,-3.1801558E+18,+3.1801558E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15581,-9.9708666E+17,-3.1801558E+18,+3.1801558E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15582,-9.2942377E+17,-3.1801558E+18,+3.1801558E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15583,-8.7363156E+17,-3.1801558E+18,+3.1801558E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15584,-8.2616655E+17,-3.1801558E+18,+3.1801558E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15585,-7.8486582E+17,-3.1801558E+18,+3.1801558E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15586,-7.4831231E+17,-3.1801558E+18,+3.1801558E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15587,-7.1552720E+17,-3.1801558E+18,+3.1801558E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15588,-5.0630642E+17,-3.1801558E+18,+3.1801558E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15589,-3.8010976E+17,-3.1801558E+18,+3.1801558E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15590,-2.8976442E+17,-3.1801558E+18,+3.1801558E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15591,-2.1940699E+17,-3.1801558E+18,+3.1801558E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15592,-1.6179547E+17,-3.1801558E+18,+3.1801558E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15593,-1.1302008E+17,-3.1801558E+18,+3.1801558E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15594,-7.0730771E+16,-3.1801558E+18,+3.1801558E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15595,-3.3404998E+16,-3.1801558E+18,+3.1801558E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15596,+0.0000000E+00,-3.1801558E+18,+3.1801558E+18,5.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15597,+3.3404998E+16,-3.1801558E+18,+3.1801558E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15598,+7.0730771E+16,-3.1801558E+18,+3.1801558E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15599,+1.1302008E+17,-3.1801558E+18,+3.1801558E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15600,+1.6179547E+17,-3.1801558E+18,+3.1801558E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15601,+2.1940699E+17,-3.1801558E+18,+3.1801558E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15602,+2.8976442E+17,-3.1801558E+18,+3.1801558E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15603,+3.8010976E+17,-3.1801558E+18,+3.1801558E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15604,+5.0630642E+17,-3.1801558E+18,+3.1801558E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15605,+7.1552720E+17,-3.1801558E+18,+3.1801558E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15606,+7.4831231E+17,-3.1801558E+18,+3.1801558E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15607,+7.8486582E+17,-3.1801558E+18,+3.1801558E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15608,+8.2616655E+17,-3.1801558E+18,+3.1801558E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15609,+8.7363156E+17,-3.1801558E+18,+3.1801558E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15610,+9.2942377E+17,-3.1801558E+18,+3.1801558E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15611,+9.9708666E+17,-3.1801558E+18,+3.1801558E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15612,+1.0830368E+18,-3.1801558E+18,+3.1801558E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15613,+1.2008204E+18,-3.1801558E+18,+3.1801558E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15614,+1.3878884E+18,-3.1801558E+18,+3.1801558E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15615,+1.4155419E+18,-3.1801558E+18,+3.1801558E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15616,+1.4458291E+18,-3.1801558E+18,+3.1801558E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15617,+1.4793044E+18,-3.1801558E+18,+3.1801558E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15618,+1.5167180E+18,-3.1801558E+18,+3.1801558E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15619,+1.5591201E+18,-3.1801558E+18,+3.1801558E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15620,+1.6080456E+18,-3.1801558E+18,+3.1801558E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15621,+1.6658666E+18,-3.1801558E+18,+3.1801558E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15622,+1.7365367E+18,-3.1801558E+18,+3.1801558E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15623,+1.8273983E+18,-3.1801558E+18,+3.1801558E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15624,+1.8381785E+18,-3.1801558E+18,+3.1801558E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15625,+1.8493369E+18,-3.1801558E+18,+3.1801558E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15626,+1.8609011E+18,-3.1801558E+18,+3.1801558E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15627,+1.8729017E+18,-3.1801558E+18,+3.1801558E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15628,+1.8853729E+18,-3.1801558E+18,+3.1801558E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15629,+1.8983531E+18,-3.1801558E+18,+3.1801558E+18,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15630,+1.9118857E+18,-3.1801558E+18,+3.1801558E+18,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15631,+1.9260197E+18,-3.1801558E+18,+3.1801558E+18,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15632,+1.9408112E+18,-3.1801558E+18,+3.1801558E+18,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15633,+1.9423291E+18,-3.1801558E+18,+3.1801558E+18,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15634,+1.9438544E+18,-3.1801558E+18,+3.1801558E+18,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15635,+1.9453870E+18,-3.1801558E+18,+3.1801558E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15636,+1.9469270E+18,-3.1801558E+18,+3.1801558E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15637,+1.9484746E+18,-3.1801558E+18,+3.1801558E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15638,+1.9500296E+18,-3.1801558E+18,+3.1801558E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15639,+1.9515924E+18,-3.1801558E+18,+3.1801558E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15640,+1.9531628E+18,-3.1801558E+18,+3.1801558E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15641,+1.9547411E+18,-3.1801558E+18,+3.1801558E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15642,+1.9548993E+18,-3.1801558E+18,+3.1801558E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15643,+1.9550577E+18,-3.1801558E+18,+3.1801558E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15644,+1.9552161E+18,-3.1801558E+18,+3.1801558E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15645,+1.9553746E+18,-3.1801558E+18,+3.1801558E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15646,+1.9555331E+18,-3.1801558E+18,+3.1801558E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15647,+1.9556918E+18,-3.1801558E+18,+3.1801558E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15648,+1.9558505E+18,-3.1801558E+18,+3.1801558E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
