Particle #,x (cm),y (cm),z (cm),n_H (cm-3),T_gas (K),T_dust (K),chi (Draine),Type (I|P|D)
15257,-2.8976442E+17,-7.9503896E+18,+3.1801558E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15258,-2.1940699E+17,-7.9503896E+18,+3.1801558E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15259,-1.6179547E+17,-7.9503896E+18,+3.1801558E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15260,-1.1302008E+17,-7.9503896E+18,+3.1801558E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15261,-7.0730771E+16,-7.9503896E+18,+3.1801558E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15262,-3.3404998E+16,-7.9503896E+18,+3.1801558E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15263,+0.0000000E+00,-7.9503896E+18,+3.1801558E+18,5.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15264,+3.3404998E+16,-7.9503896E+18,+3.1801558E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15265,+7.0730771E+16,-7.9503896E+18,+3.1801558E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15266,+1.1302008E+17,-7.9503896E+18,+3.1801558E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15267,+1.6179547E+17,-7.9503896E+18,+3.1801558E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15268,+2.1940699E+17,-7.9503896E+18,+3.1801558E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15269,+2.8976442E+17,-7.9503896E+18,+3.1801558E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15270,+3.8010976E+17,-7.9503896E+18,+3.1801558E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15271,+5.0630642E+17,-7.9503896E+18,+3.1801558E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15272,+7.1552720E+17,-7.9503896E+18,+3.1801558E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15273,+7.4831231E+17,-7.9503896E+18,+3.1801558E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15274,+7.8486582E+17,-7.9503896E+18,+3.1801558E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15275,+8.2616655E+17,-7.9503896E+18,+3.1801558E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15276,+8.7363156E+17,-7.9503896E+18,+3.1801558E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15277,+9.2942377E+17,-7.9503896E+18,+3.1801558E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15278,+9.9708666E+17,-7.9503896E+18,+3.1801558E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15279,+1.0830368E+18,-7.9503896E+18,+3.1801558E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15280,+1.2008204E+18,-7.9503896E+18,+3.1801558E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15281,+1.3878884E+18,-7.9503896E+18,+3.1801558E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15282,+1.4155419E+18,-7.9503896E+18,+3.1801558E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15283,+1.4458291E+18,-7.9503896E+18,+3.1801558E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15284,+1.4793044E+18,-7.9503896E+18,+3.1801558E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15285,+1.5167180E+18,-7.9503896E+18,+3.1801558E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15286,+1.5591201E+18,-7.9503896E+18,+3.1801558E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15287,+1.6080456E+18,-7.9503896E+18,+3.1801558E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15288,+1.6658666E+18,-7.9503896E+18,+3.1801558E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15289,+1.7365367E+18,-7.9503896E+18,+3.1801558E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15290,+1.8273983E+18,-7.9503896E+18,+3.1801558E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15291,+1.8381785E+18,-7.9503896E+18,+3.1801558E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15292,+1.8493369E+18,-7.9503896E+18,+3.1801558E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15293,+1.8609011E+18,-7.9503896E+18,+3.1801558E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15294,+1.8729017E+18,-7.9503896E+18,+3.1801558E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15295,+1.8853729E+18,-7.9503896E+18,+3.1801558E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15296,+1.8983531E+18,-7.9503896E+18,+3.1801558E+18,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15297,+1.9118857E+18,-7.9503896E+18,+3.1801558E+18,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15298,+1.9260197E+18,-7.9503896E+18,+3.1801558E+18,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15299,+1.9408112E+18,-7.9503896E+18,+3.1801558E+18,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15300,+1.9423291E+18,-7.9503896E+18,+3.1801558E+18,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15301,+1.9438544E+18,-7.9503896E+18,+3.1801558E+18,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15302,+1.9453870E+18,-7.9503896E+18,+3.1801558E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15303,+1.9469270E+18,-7.9503896E+18,+3.1801558E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15304,+1.9484746E+18,-7.9503896E+18,+3.1801558E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15305,+1.9500296E+18,-7.9503896E+18,+3.1801558E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15306,+1.9515924E+18,-7.9503896E+18,+3.1801558E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15307,+1.9531628E+18,-7.9503896E+18,+3.1801558E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15308,+1.9547411E+18,-7.9503896E+18,+3.1801558E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15309,+1.9548993E+18,-7.9503896E+18,+3.1801558E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15310,+1.9550577E+18,-7.9503896E+18,+3.1801558E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15311,+1.9552161E+18,-7.9503896E+18,+3.1801558E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15312,+1.9553746E+18,-7.9503896E+18,+3.1801558E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15313,+1.9555331E+18,-7.9503896E+18,+3.1801558E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15314,+1.9556918E+18,-7.9503896E+18,+3.1801558E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15315,+1.9558505E+18,-7.9503896E+18,+3.1801558E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15316,+1.9560093E+18,-7.9503896E+18,+3.1801558E+18,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15317,+1.9561682E+18,-7.9503896E+18,+3.1801558E+18,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15318,+1.9563272E+18,-7.9503896E+18,+3.1801558E+18,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15319,-1.9563272E+18,-6.3603117E+18,+3.1801558E+18,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15320,-1.9561682E+18,-6.3603117E+18,+3.1801558E+18,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15321,-1.9560093E+18,-6.3603117E+18,+3.1801558E+18,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15322,-1.9558505E+18,-6.3603117E+18,+3.1801558E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15323,-1.9556918E+18,-6.3603117E+18,+3.1801558E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15324,-1.9555331E+18,-6.3603117E+18,+3.1801558E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15325,-1.9553746E+18,-6.3603117E+18,+3.1801558E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15326,-1.9552161E+18,-6.3603117E+18,+3.1801558E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15327,-1.9550577E+18,-6.3603117E+18,+3.1801558E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15328,-1.9548993E+18,-6.3603117E+18,+3.1801558E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15329,-1.9547411E+18,-6.3603117E+18,+3.1801558E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15330,-1.9531628E+18,-6.3603117E+18,+3.1801558E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15331,-1.9515924E+18,-6.3603117E+18,+3.1801558E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15332,-1.9500296E+18,-6.3603117E+18,+3.1801558E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15333,-1.9484746E+18,-6.3603117E+18,+3.1801558E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15334,-1.9469270E+18,-6.3603117E+18,+3.1801558E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15335,-1.9453870E+18,-6.3603117E+18,+3.1801558E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15336,-1.9438544E+18,-6.3603117E+18,+3.1801558E+18,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15337,-1.9423291E+18,-6.3603117E+18,+3.1801558E+18,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15338,-1.9408112E+18,-6.3603117E+18,+3.1801558E+18,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15339,-1.9260197E+18,-6.3603117E+18,+3.1801558E+18,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15340,-1.9118857E+18,-6.3603117E+18,+3.1801558E+18,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15341,-1.8983531E+18,-6.3603117E+18,+3.1801558E+18,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15342,-1.8853729E+18,-6.3603117E+18,+3.1801558E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15343,-1.8729017E+18,-6.3603117E+18,+3.1801558E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15344,-1.8609011E+18,-6.3603117E+18,+3.1801558E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15345,-1.8493369E+18,-6.3603117E+18,+3.1801558E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15346,-1.8381785E+18,-6.3603117E+18,+3.1801558E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15347,-1.8273983E+18,-6.3603117E+18,+3.1801558E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15348,-1.7365367E+18,-6.3603117E+18,+3.1801558E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15349,-1.6658666E+18,-6.3603117E+18,+3.1801558E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15350,-1.6080456E+18,-6.3603117E+18,+3.1801558E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15351,-1.5591201E+18,-6.3603117E+18,+3.1801558E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15352,-1.5167180E+18,-6.3603117E+18,+3.1801558E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15353,-1.4793044E+18,-6.3603117E+18,+3.1801558E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15354,-1.4458291E+18,-6.3603117E+18,+3.1801558E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15355,-1.4155419E+18,-6.3603117E+18,+3.1801558E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15356,-1.3878884E+18,-6.3603117E+18,+3.1801558E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15357,-1.2008204E+18,-6.3603117E+18,+3.1801558E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15358,-1.0830368E+18,-6.3603117E+18,+3.1801558E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15359,-9.9708666E+17,-6.3603117E+18,+3.1801558E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15360,-9.2942377E+17,-6.3603117E+18,+3.1801558E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15361,-8.7363156E+17,-6.3603117E+18,+3.1801558E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15362,-8.2616655E+17,-6.3603117E+18,+3.1801558E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15363,-7.8486582E+17,-6.3603117E+18,+3.1801558E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15364,-7.4831231E+17,-6.3603117E+18,+3.1801558E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15365,-7.1552720E+17,-6.3603117E+18,+3.1801558E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15366,-5.0630642E+17,-6.3603117E+18,+3.1801558E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15367,-3.8010976E+17,-6.3603117E+18,+3.1801558E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15368,-2.8976442E+17,-6.3603117E+18,+3.1801558E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15369,-2.1940699E+17,-6.3603117E+18,+3.1801558E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15370,-1.6179547E+17,-6.3603117E+18,+3.1801558E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15371,-1.1302008E+17,-6.3603117E+18,+3.1801558E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15372,-7.0730771E+16,-6.3603117E+18,+3.1801558E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15373,-3.3404998E+16,-6.3603117E+18,+3.1801558E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15374,+0.0000000E+00,-6.3603117E+18,+3.1801558E+18,5.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15375,+3.3404998E+16,-6.3603117E+18,+3.1801558E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15376,+7.0730771E+16,-6.3603117E+18,+3.1801558E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15377,+1.1302008E+17,-6.3603117E+18,+3.1801558E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15378,+1.6179547E+17,-6.3603117E+18,+3.1801558E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15379,+2.1940699E+17,-6.3603117E+18,+3.1801558E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15380,+2.8976442E+17,-6.3603117E+18,+3.1801558E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15381,+3.8010976E+17,-6.3603117E+18,+3.1801558E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15382,+5.0630642E+17,-6.3603117E+18,+3.1801558E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15383,+7.1552720E+17,-6.3603117E+18,+3.1801558E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15384,+7.4831231E+17,-6.3603117E+18,+3.1801558E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15385,+7.8486582E+17,-6.3603117E+18,+3.1801558E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15386,+8.2616655E+17,-6.3603117E+18,+3.1801558E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15387,+8.7363156E+17,-6.3603117E+18,+3.1801558E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15388,+9.2942377E+17,-6.3603117E+18,+3.1801558E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15389,+9.9708666E+17,-6.3603117E+18,+3.1801558E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15390,+1.0830368E+18,-6.3603117E+18,+3.1801558E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15391,+1.2008204E+18,-6.3603117E+18,+3.1801558E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15392,+1.3878884E+18,-6.3603117E+18,+3.1801558E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15393,+1.4155419E+18,-6.3603117E+18,+3.1801558E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15394,+1.4458291E+18,-6.3603117E+18,+3.1801558E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15395,+1.4793044E+18,-6.3603117E+18,+3.1801558E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15396,+1.5167180E+18,-6.3603117E+18,+3.1801558E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15397,+1.5591201E+18,-6.3603117E+18,+3.1801558E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15398,+1.6080456E+18,-6.3603117E+18,+3.1801558E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15399,+1.6658666E+18,-6.3603117E+18,+3.1801558E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15400,+1.7365367E+18,-6.3603117E+18,+3.1801558E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15401,+1.8273983E+18,-6.3603117E+18,+3.1801558E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15402,+1.8381785E+18,-6.3603117E+18,+3.1801558E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15403,+1.8493369E+18,-6.3603117E+18,+3.1801558E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15404,+1.8609011E+18,-6.3603117E+18,+3.1801558E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15405,+1.8729017E+18,-6.3603117E+18,+3.1801558E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15406,+1.8853729E+18,-6.3603117E+18,+3.1801558E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15407,+1.8983531E+18,-6.3603117E+18,+3.1801558E+18,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15408,+1.9118857E+18,-6.3603117E+18,+3.1801558E+18,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15409,+1.9260197E+18,-6.3603117E+18,+3.1801558E+18,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15410,+1.9408112E+18,-6.3603117E+18,+3.1801558E+18,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15411,+1.9423291E+18,-6.3603117E+18,+3.1801558E+18,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15412,+1.9438544E+18,-6.3603117E+18,+3.1801558E+18,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15413,+1.9453870E+18,-6.3603117E+18,+3.1801558E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15414,+1.9469270E+18,-6.3603117E+18,+3.1801558E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15415,+1.9484746E+18,-6.3603117E+18,+3.1801558E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15416,+1.9500296E+18,-6.3603117E+18,+3.1801558E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15417,+1.9515924E+18,-6.3603117E+18,+3.1801558E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15418,+1.9531628E+18,-6.3603117E+18,+3.1801558E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15419,+1.9547411E+18,-6.3603117E+18,+3.1801558E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15420,+1.9548993E+18,-6.3603117E+18,+3.1801558E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15421,+1.9550577E+18,-6.3603117E+18,+3.1801558E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15422,+1.9552161E+18,-6.3603117E+18,+3.1801558E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15423,+1.9553746E+18,-6.3603117E+18,+3.1801558E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15424,+1.9555331E+18,-6.3603117E+18,+3.1801558E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15425,+1.9556918E+18,-6.3603117E+18,+3.1801558E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15426,+1.9558505E+18,-6.3603117E+18,+3.1801558E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15427,+1.9560093E+18,-6.3603117E+18,+3.1801558E+18,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15428,+1.9561682E+18,-6.3603117E+18,+3.1801558E+18,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15429,+1.9563272E+18,-6.3603117E+18,+3.1801558E+18,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15430,-1.9563272E+18,-4.7702337E+18,+3.1801558E+18,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15431,-1.9561682E+18,-4.7702337E+18,+3.1801558E+18,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15432,-1.9560093E+18,-4.7702337E+18,+3.1801558E+18,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15433,-1.9558505E+18,-4.7702337E+18,+3.1801558E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15434,-1.9556918E+18,-4.7702337E+18,+3.1801558E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15435,-1.9555331E+18,-4.7702337E+18,+3.1801558E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15436,-1.9553746E+18,-4.7702337E+18,+3.1801558E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15437,-1.9552161E+18,-4.7702337E+18,+3.1801558E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15438,-1.9550577E+18,-4.7702337E+18,+3.1801558E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15439,-1.9548993E+18,-4.7702337E+18,+3.1801558E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15440,-1.9547411E+18,-4.7702337E+18,+3.1801558E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15441,-1.9531628E+18,-4.7702337E+18,+3.1801558E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15442,-1.9515924E+18,-4.7702337E+18,+3.1801558E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15443,-1.9500296E+18,-4.7702337E+18,+3.1801558E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15444,-1.9484746E+18,-4.7702337E+18,+3.1801558E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15445,-1.9469270E+18,-4.7702337E+18,+3.1801558E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15446,-1.9453870E+18,-4.7702337E+18,+3.1801558E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15447,-1.9438544E+18,-4.7702337E+18,+3.1801558E+18,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15448,-1.9423291E+18,-4.7702337E+18,+3.1801558E+18,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15449,-1.9408112E+18,-4.7702337E+18,+3.1801558E+18,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15450,-1.9260197E+18,-4.7702337E+18,+3.1801558E+18,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15451,-1.9118857E+18,-4.7702337E+18,+3.1801558E+18,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
15452,-1.8983531E+18,-4.7702337E+18,+3.1801558E+18,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
